State,City,Postal Code,Revenue,Orders,Customers,Quantity,Revenue_per_Customer
Ohio,Toledo,43615,4466.053,15,15,122,297.7368666666667
Ohio,Troy,45373,3180.535,8,8,55,397.566875
Oklahoma,Broken Arrow,74012,2439.53,3,3,17,813.1766666666667
Oklahoma,Edmond,73034,959.55,1,1,9,959.55
Oklahoma,Lawton,73505,1057.49,2,2,13,528.745
Oklahoma,Muskogee,74403,1721.7,2,2,14,860.85
Oklahoma,Norman,73071,1351.3300000000002,2,2,9,675.6650000000001
Oklahoma,Oklahoma City,73120,6596.820000000001,11,11,78,599.7109090909091
Oklahoma,Tulsa,74133,5556.97,13,13,107,427.45923076923077
Oregon,Eugene,97405,1465.032,1,1,23,1465.032
Oregon,Gresham,97030,2133.424,4,4,28,533.356
Oregon,Hillsboro,97123,87.838,2,2,14,43.919
Oregon,Medford,97504,90.218,3,3,10,30.072666666666667
Oregon,Portland,97206,4051.869,15,15,92,270.1246
Oregon,Redmond,97756,1043.027,4,4,42,260.75675
Oregon,Salem,97301,1404.695,9,9,101,156.07722222222222
Oregon,Springfield,97477,5761.265,15,15,163,384.08433333333335
Oregon,Tigard,97224,1393.7820000000002,3,3,26,464.59400000000005
Pennsylvania,Allentown,18103,853.252,2,2,20,426.626
Pennsylvania,Altoona,16602,20.451,1,1,9,20.451
Pennsylvania,Bethlehem,18018,1689.6339999999998,2,2,18,844.8169999999999
Pennsylvania,Chester,19013,1968.4789999999998,4,4,55,492.11974999999995
Pennsylvania,Lancaster,17602,1211.395,8,7,35,173.05642857142857
Pennsylvania,Philadelphia,19120,26292.518,62,61,408,431.02488524590166
Pennsylvania,Philadelphia,19134,39390.293,70,68,585,579.2690147058823
Pennsylvania,Philadelphia,19140,22752.914,72,69,564,329.7523768115942
Pennsylvania,Philadelphia,19143,20641.288,61,61,424,338.3817704918033
Pennsylvania,Reading,19601,873.7120000000001,4,4,16,218.42800000000003
Pennsylvania,York,17403,817.978,2,2,19,408.989
Rhode Island,Cranston,2920,4024.916,5,5,52,804.9832
Rhode Island,Providence,2908,15980.65,13,13,118,1229.2807692307692
Rhode Island,Warwick,2886,2426.84,4,4,14,606.71
Rhode Island,Woonsocket,2895,195.55,3,3,15,65.18333333333334
South Carolina,Columbia,29203,6168.16,11,11,119,560.7418181818182
South Carolina,Florence,29501,1064.57,4,4,29,266.1425
South Carolina,Mount Pleasant,29464,545.94,1,1,6,545.94
South Carolina,North Charleston,29406,284.25,2,2,5,142.125
South Carolina,Rock Hill,29730,11.85,1,1,3,11.85
South Carolina,Summerville,29483,406.93999999999994,1,1,10,406.93999999999994
South Dakota,Aberdeen,57401,25.5,1,1,3,25.5
South Dakota,Rapid City,57701,152.64000000000001,1,1,4,152.64000000000001
South Dakota,Sioux Falls,57103,1137.42,3,3,35,379.14000000000004
Tennessee,Bartlett,38134,88.96,1,1,8,88.96
Tennessee,Bristol,37620,436.60200000000003,4,4,14,109.15050000000001
Tennessee,Chattanooga,37421,988.803,6,6,38,164.8005
Tennessee,Clarksville,37042,2217.73,3,3,27,739.2433333333333
Tennessee,Columbia,38401,5162.774,10,10,69,516.2774000000001
Tennessee,Franklin,37064,948.228,6,6,31,158.03799999999998
Tennessee,Hendersonville,37075,319.538,2,2,22,159.769
Tennessee,Jackson,38301,2117.212,5,5,48,423.4424
Tennessee,Johnson City,37604,765.848,3,3,43,255.28266666666664
Tennessee,Knoxville,37918,3928.166,10,10,81,392.8166
Tennessee,Lebanon,37087,488.896,3,3,14,162.96533333333335
Tennessee,Memphis,38109,5942.341,14,14,116,424.4529285714286
Tennessee,Murfreesboro,37130,337.333,4,4,30,84.33325
Tennessee,Nashville,37211,6070.863,16,16,114,379.4289375
Tennessee,Smyrna,37167,848.579,4,4,26,212.14475
Texas,Abilene,79605,1.392,1,1,2,1.392
Texas,Allen,75002,290.206,2,2,13,145.103
Texas,Amarillo,79109,3773.0628,7,7,32,539.0089714285715
Texas,Arlington,76017,5847.772,10,10,131,584.7772
Texas,Austin,78745,6057.982,18,18,131,336.55455555555557
Texas,Baytown,77520,10.368,1,1,2,10.368
Texas,Beaumont,77705,472.11600000000004,3,3,21,157.372
Texas,Bedford,76021,226.25600000000003,2,2,25,113.12800000000001
Texas,Brownsville,78521,1292.2268000000001,4,4,27,323.05670000000003
Texas,Bryan,77803,616.656,2,2,27,308.328
Texas,Carrollton,75007,2200.6459999999997,8,8,50,275.08074999999997
Texas,Cedar Hill,75104,122.376,2,2,6,61.188
Texas,College Station,77840,291.042,2,2,19,145.521
Texas,Conroe,77301,111.672,1,1,9,111.672
Texas,Coppell,75019,135.936,2,2,17,67.968
Texas,Corpus Christi,78415,220.54399999999998,3,3,33,73.51466666666666
Texas,Dallas,75081,6341.1428,24,24,183,264.2142833333333
Texas,Dallas,75217,9720.652,28,28,200,347.16614285714286
Texas,Dallas,75220,4070.1374,28,28,172,145.36205
Texas,Deer Park,77536,6.924,1,1,6,6.924
Texas,Edinburg,78539,88.27600000000001,2,2,11,44.138000000000005
Texas,El Paso,79907,3546.064,10,10,65,354.6064
Texas,Fort Worth,76106,6602.7064,12,12,102,550.2255333333334
Texas,Frisco,75034,57.504,2,2,10,28.752
Texas,Garland,75043,67.704,3,3,12,22.567999999999998
Texas,Grand Prairie,75051,1012.486,7,7,45,144.64085714285713
Texas,Grapevine,76051,41.528,1,1,12,41.528
Texas,Haltom City,76117,269.32800000000003,2,2,13,134.66400000000002
Texas,Harlingen,78550,471.404,2,2,21,235.702
Texas,Houston,77036,18522.7876,34,33,272,561.2965939393939
Texas,Houston,77041,16556.9592,52,49,443,337.89712653061224
Texas,Houston,77070,18347.5944,49,48,370,382.24155
Texas,Houston,77095,11077.4192,53,51,381,217.2042980392157
Texas,Huntsville,77340,6710.6168,10,10,121,671.06168
Texas,Irving,75061,605.5,5,5,23,121.1
Texas,Keller,76248,6.0,1,1,2,6.0
Texas,La Porte,77571,30.392,1,1,6,30.392
Texas,Laredo,78041,1024.34,4,4,37,256.085
Texas,League City,77573,875.3679999999999,2,2,25,437.68399999999997
Texas,Lubbock,79424,592.564,4,4,22,148.141
Texas,Mansfield,76063,558.877,2,2,13,279.4385
Texas,Mcallen,78501,866.716,4,4,54,216.679
Texas,Mesquite,75150,52.147999999999996,3,3,14,17.382666666666665
Texas,Missouri City,77489,6.37,1,1,7,6.37
Texas,Odessa,79762,976.1239999999999,4,3,22,325.37466666666666
Texas,Pasadena,77506,2477.458,9,9,59,275.2731111111111
Texas,Pearland,77581,494.996,2,2,13,247.498
Texas,Pharr,78577,1540.708,2,2,22,770.354
Texas,Plano,75023,3530.3746,8,8,48,441.296825
Texas,Port Arthur,77642,737.0528,3,3,12,245.68426666666667
Texas,Richardson,75080,1288.4640000000002,1,1,12,1288.4640000000002
Texas,Round Rock,78664,4854.0527999999995,3,3,23,1618.0176
Texas,San Angelo,76903,650.636,2,2,13,325.318
Texas,San Antonio,78207,21843.528,27,27,247,809.0195555555555
Texas,San Marcos,78666,108.44399999999999,1,1,12,108.44399999999999
Texas,Texas City,77590,790.972,2,2,7,395.486
Texas,The Colony,75056,142.16000000000003,2,2,14,71.08000000000001
Texas,Tyler,75701,347.206,2,2,16,173.603
Texas,Waco,76706,606.1072,4,4,17,151.5268
Utah,Draper,84020,263.65,2,2,13,131.825
Utah,Layton,84041,4.96,1,1,4,4.96
Utah,Lehi,84043,1516.726,2,2,8,758.363
Utah,Logan,84321,280.276,1,1,21,280.276
Utah,Murray,84107,146.318,2,2,15,73.159
Utah,Orem,84057,2994.0879999999997,5,5,32,598.8176
Utah,Pleasant Grove,84062,2138.178,2,2,30,1069.089
Utah,Provo,84604,2761.234,4,4,38,690.3085
Utah,Salt Lake City,84106,802.776,5,5,42,160.55519999999999
Utah,West Jordan,84084,311.85,2,2,16,155.925
Vermont,Burlington,5408,8929.369999999999,6,5,50,1785.8739999999998
Virginia,Alexandria,22304,5519.57,6,6,84,919.9283333333333
Virginia,Arlington,22204,14366.76,21,21,128,684.1314285714286
Virginia,Charlottesville,22901,102.60999999999999,2,2,7,51.30499999999999
Virginia,Chesapeake,23320,5996.72,10,10,72,599.672
Virginia,Hampton,23666,2722.26,5,5,48,544.452
Virginia,Harrisonburg,22801,4388.71,4,4,25,1097.1775
Virginia,Newport News,23602,3321.9500000000003,5,5,43,664.3900000000001
Virginia,Richmond,23223,5141.26,13,13,113,395.4815384615385
Virginia,Salem,24153,2039.55,6,6,49,339.925
Virginia,Springfield,22153,16628.53,25,25,198,665.1411999999999
Virginia,Suffolk,23434,1597.9,4,4,32,399.475
Virginia,Virginia Beach,23464,5752.13,11,11,62,522.920909090909
Virginia,Waynesboro,22980,3058.77,3,3,32,1019.59
Washington,Auburn,98002,4.18,1,1,1,4.18
Washington,Bellevue,98006,103.622,5,5,18,20.7244
Washington,Bellingham,98226,3790.24,2,2,24,1895.12
Washington,Covington,98042,413.68,2,2,20,206.84
Washington,Des Moines,98198,3454.438,5,5,17,690.8876
Washington,Edmonds,98026,2523.692,5,5,42,504.7384
Washington,Everett,98208,3.856,1,1,1,3.856
Washington,Kent,98031,1351.2540000000001,3,3,28,450.41800000000006
Washington,Longview,98632,119.21000000000001,2,2,10,59.605000000000004
Washington,Marysville,98270,102.18,2,2,15,51.09
Washington,Olympia,98502,1020.448,3,3,15,340.14933333333335
Washington,Pasco,99301,2201.112,2,2,27,1100.556
Washington,Redmond,98052,55.230000000000004,2,2,10,27.615000000000002
Washington,Renton,98059,1242.6319999999998,1,1,14,1242.6319999999998
Washington,Seattle,98103,36541.826,74,72,539,507.5253611111111
Washington,Seattle,98105,41838.008,77,74,625,565.3784864864865
Washington,Seattle,98115,41160.908,61,59,426,697.6425084745763
Washington,Spokane,99207,2027.9180000000001,5,5,36,405.58360000000005
Washington,Vancouver,98661,686.836,3,3,15,228.94533333333334
West Virginia,Wheeling,26003,1209.824,2,2,18,604.912
Wisconsin,Appleton,54915,1671.31,2,2,12,835.655
Wisconsin,Eau Claire,54703,1645.65,4,4,21,411.4125
Wisconsin,Franklin,53132,4774.25,5,5,48,954.85
Wisconsin,Green Bay,54302,527.3199999999999,4,4,14,131.82999999999998
Wisconsin,Kenosha,53142,3906.73,3,3,37,1302.2433333333333
Wisconsin,La Crosse,54601,830.41,2,2,22,415.205
Wisconsin,Madison,53711,5346.79,4,4,37,1336.6975
Wisconsin,Milwaukee,53209,11410.22,23,23,201,496.0965217391304
Wisconsin,Sheboygan,53081,79.74000000000001,1,1,10,79.74000000000001
Wisconsin,Superior,54880,1299.73,2,2,37,649.865
Wisconsin,Waukesha,53186,54.5,1,1,5,54.5
Wisconsin,Wausau,54401,317.48,1,1,14,317.48
Wisconsin,West Allis,53214,250.48000000000002,1,1,5,250.48000000000002
Wyoming,Cheyenne,82001,1603.136,1,1,4,1603.136
